Conso Electrique du jour en kWh notifications (Log started: 2021-03-26T13:38:53.999130+00:00)
--------------------------------------------------------------------------------

2021-09-15T21:59:00.162392+00:00 13.0,9,4,9.0,7,2,0.0,0,0,0.0,0,0,0.61,0.2820,0.3302
2021-09-16T21:59:00.103211+00:00 19.0,10,9,8.0,6,2,0.0,0,0,0.007,0,0.0070,2.97,0.0006,2.9739
2021-09-17T21:59:00.588190+00:00 11.0,8,3,8.0,6,2,0.0,0,0,0.001,0,0.0012,2.32,0.5170,1.7985
2021-09-18T21:59:00.089106+00:00 15.0,9,6,7.0,4,3,0.0,0,0,0.005,0,0.0055,2.24,0.0008,2.2383
2021-09-19T21:59:00.111235+00:00 12.0,7,5,6.0,4,2,0.0,0,0,0.0,0,0,0.62,0.5329,0.0919
2021-09-20T21:59:00.153709+00:00 14.0,7,7,6.0,4,2,0.0,0,0,0.008,0,0.0083,4.31,0.6083,3.7042
2021-09-21T21:59:00.095313+00:00 17.0,10,7,6.0,4,2,0.0,0,0,0.007,0,0.0074,3.39,0.0702,3.3213
2021-09-22T21:59:00.247445+00:00 13.0,7,6,6.0,4,2,0.0,0,0,0.008,0,0.0078,5.07,0.8466,4.2223
2021-09-23T21:59:00.070865+00:00 16.0,10,6,7.0,4,3,0.0,0,0,0.008,0,0.0077,4.77,0.8929,3.8810
2021-09-24T21:59:00.093897+00:00 18.0,12,6,8.0,6,2,0.0,0,0,0.008,0,0.0080,4.35,0.7342,3.6193
2021-09-25T21:59:00.090296+00:00 19.0,11,8,7.0,5,2,0.0,0,0,0.008,0,0.0080,3.6,0.1080,3.4865
2021-09-26T21:59:00.577394+00:00 18.0,11,7,8.0,6,2,0.0,0,0,0.008,0.0001,0.0078,4.28,0.3976,3.8786
2021-09-27T21:59:00.085018+00:00 22.0,14,8,8.0,6,2,1.0,1,0,0.007,0,0.0071,3.36,0.0365,3.3193
2021-09-28T21:59:00.059817+00:00 18.0,11,7,7.0,5,2,0.0,0,0,0.008,0.0001,0.0079,3.64,0.3455,3.2899
2021-09-29T21:59:00.085584+00:00 18.0,9,9,6.0,4,2,0.0,0,0,0.008,0.0001,0.0079,3.95,0.6184,3.3292
2021-09-30T21:59:00.083404+00:00 17.0,9,8,8.0,5,3,0.0,0,0,0.008,0.0001,0.0084,4.65,0.7958,3.8507
